,season,seasonNumber,series,episode,challengeType,outcomeType,challengeDescription,shopTime,shopBudget,prepTime,cookTime,productPlacement,advantage,lastChanceKitchenWinnerEnters,restaurantWarWinner,restaurantWarEliminated,didJudgesVisitWinningTeamFirst
501,Masters Season 1,1.0,US  Masters,6.0,Elimination,Individual,Draw a knife. Each create a mystery box for the chef whose name you drew. Use 7 of the 11 ingredients from the mystery box. ,45.0,300.0,,120.0,,,,,,
502,Masters Season 1,1.0,US  Masters,7.0,Quickfire,Team,Draw a knife. Two teams (salt and pepper). Mise en place relay race. Go head to head in a race to see who can prep a series of ingredients the fastest. The chefs on the winning team get advantage for elimination challenge.,,,,,,Advantage in Elimination challenge: winning team gets 5 stars each and losing team gets 4 stars,,,,
503,Masters Season 1,1.0,US  Masters,7.0,Elimination,Individual,Draw knives to determine which competitor's signature dish you have to recreate and put a spin on it. ,45.0,300.0,,120.0,,,,,,
504,Masters Season 1,1.0,US  Masters,8.0,Quickfire,Individual,Gourmet burger cookoff and a side dish,,,,60.0,,,,,,
505,Masters Season 1,1.0,US  Masters,8.0,Elimination,Individual,"Catering a lunch party for Zooey Deschanel (vegan, gluten intolerant, no soy). Each chef has to do one dish.",45.0,300.0,,120.0,,,,,,
506,Masters Season 1,1.0,US  Masters,9.0,Quickfire,Individual,"Blindfold taste test. Chef that gets the highest number correct gets 5 stars; next highest, 4 stars; next highest 3.5 stars, then 3.",,,,,,,,,,
507,Masters Season 1,1.0,US  Masters,9.0,Elimination,Individual,Create a buffet lunch for 200 people - hire your team from past Top Chef contestants.,45.0,2000.0,210.0,150.0,SLS Hotel,,,,,
508,Masters Season 1,1.0,US  Masters,10.0,Elimination,Individual,Create a meal of your lifetime: a series of dishes based on your career as a chef. First food memory; dish that made you want to become a chef; dish from your first restaurant; and a dish that shows where you're heading as a chef.,60.0,1300.0,300.0,150.0,,,,,,
509,Masters Season 2,2.0,US  Masters,1.0,Quickfire,Team,Pick pots at random to determine teams. Each chef on winning team will win $5000 for their charity. Get ingredients from a gas station to create a gourmet dish. ,15.0,20.0,,45.0,,,,,,
510,Masters Season 2,2.0,US  Masters,1.0,Elimination,Team,Cook a romantic duo dish for couples on their first date.,45.0,350.0,,120.0,,,,,,
511,Masters Season 2,2.0,US  Masters,2.0,Quickfire,Individual,Create an extraordinary grilled cheese,,,,20.0,,Advantage in Elimination Challenge: pick protein first,,,,
512,Masters Season 2,2.0,US  Masters,2.0,Elimination,Individual,Cater a celebrity birthday party for Mekhi Phifer focusing on soul food,45.0,400.0,60.0,150.0,,,,,,
513,Masters Season 2,2.0,US  Masters,3.0,Quickfire,Individual,Create a dish using a cocktail as inspiration / pairing with your dish,,,,45.0,Stoli vodka,Advantange in Elimination: choose your pub dish first,,,,
514,Masters Season 2,2.0,US  Masters,3.0,Elimination,Individual,Create an upscale version of a tradition pub dish. Winner of quickfire gets to choose their dish first; the others have to agree on who will make what.,45.0,250.0,120.0,60.0,,,,,,
515,Masters Season 2,2.0,US  Masters,4.0,Quickfire,Individual,Create fruit plate. Winner automatically moves onto the champions round.,,,,45.0,,Immunity,,,,
516,Masters Season 2,2.0,US  Masters,4.0,Elimination,Individual,Modernize a family dinner for the cast and crew of Modern Family,45.0,350.0,90.0,150.0,ABC Modern Family,,,,,
517,Masters Season 2,2.0,US  Masters,5.0,Quickfire,Team,"Pick a pot at random to determine teams. Tag team cook-off. Each team will make one dish. You'll each be cooking one at a time for 10 minutes. You cannot speak to your teammates. Whileyou wait for your turn, you'll be wearing a blindfold.",,,,40.0,,Advantage in Elimination: choose which menu you will create,,,,
518,Masters Season 2,2.0,US  Masters,5.0,Elimination,Team,"Wedding Wars: 150 guests. Each person has to do two dishes, and each team has to do a cake.",60.0,$5000 team,405.0,,,,,,,
519,Masters Season 2,2.0,US  Masters,6.0,Quickfire,Individual,Draw knives to create a gourmet dish for your Simpson's character,,,,45.0,The Simpson's,Advantage in Elimination: pick your protein first,,,,
520,Masters Season 2,2.0,US  Masters,6.0,Elimination,Individual,Exotic Surf & Turf. Two portions of each type of protein. Choose a pot at random to determine the order in which you pick proteins.,45.0,200.0,90.0,150.0,,,,,,
521,Masters Season 2,2.0,US  Masters,7.0,Quickfire,Individual,Create a dish with legs.,,,,45.0,,,,,,
522,Masters Season 2,2.0,US  Masters,7.0,Elimination,Individual,Throw a tailgate party at a USC football game against Stanford,45.0,500.0,90.0,120.0,USC Football,,,,,
523,Masters Season 2,2.0,US  Masters,8.0,Quickfire,Individual,"Identify that ingredient: head to head identifying ingredients in sauces. Since there is an odd number, one chef won't compete in the first round. Pick a pot at random to determine order.",,,,,,,,,,
524,Masters Season 2,2.0,US  Masters,8.0,Elimination,Individual,Draw knives to determine which Greek god is the inspiration for a dish,45.0,300.0,240.0,120.0,,,,,,
525,Masters Season 2,2.0,US  Masters,9.0,Quickfire,Individual,Follow a recipe from one of the other contestants (the one in your pair) and turn it into a soup.,,,,90.0,,Advantage in Elimination: choose your dish first,,,,
526,Masters Season 2,2.0,US  Masters,9.0,Elimination,Individual,"The chefs attended a performance of the improvisational comedy troupe, The Groundlings. During the performance, the comedians obtained various combinations of colors, emotions, and ingredients from the audience, creating four descriptions for meals that the chefs then had to prepare.",45.0,400.0,,150.0,The Groundlings,,,,,
527,Masters Season 2,2.0,US  Masters,10.0,Elimination,Individual,Your journey as a chef,60.0,1500.0,240.0,210.0,,,,,,
528,Masters Season 3,3.0,US  Masters,1.0,Quickfire,Individual,Head to head. 15 mystery boxes with one ingredient. Choose a box at random. Incorporate the ingredient from your box and the opponents.,,,,20.0,,Immunity,,,,
529,Masters Season 3,3.0,US  Masters,1.0,Elimination,Team,"Restaurant Wars. Diners choose winning team. Floyd EC, Traci FOH. Naomi FOH, John S EC. Judges to Red team first (Traci)",45.0,"$1500 whole foods, $2000 home depot",120.0,180.0,,,,Line cook,Line cook,Winning team served judges second
530,Masters Season 3,3.0,US  Masters,2.0,Quickfire,Individual,"Create a meatball from scratch in 30 minutes, including using a manual meat grinder.",,,,30.0,,Immunity,Hugh Acheson,,,
531,Masters Season 3,3.0,US  Masters,2.0,Elimination,Individual,Explore classic dishes from the 1960s and recreate it as an appetizer. Grab a fondue fork at random that will determine what classic dish you will recreate.,45.0,200.0,150.0,90.0,"Mad Men, Body of Proof",,,,,
532,Masters Season 3,3.0,US  Masters,3.0,Quickfire,Individual,Create a dish using exotic plants and bugs,,,,20.0,,Immunity,,,,
533,Masters Season 3,3.0,US  Masters,3.0,Elimination,Individual,"10 course tasting menu, each responsible for one course each. You can only use what is in the pantry. They do not have running water. Then they had 30 minutes of their time cut out. Then they were told that they would need to be the servers.",0.0,0.0,,180.0,,,,,,
534,Masters Season 3,3.0,US  Masters,4.0,Quickfire,Individual,Make a cheese dish,,,,12.0,,Immunity,,,,
535,Masters Season 3,3.0,US  Masters,4.0,Elimination,Team,"In teams of three, make the three daily meals, taking the Biggest Loser's contestants' favorite meals and having them all three be less than 1500 calories. Dishes were randomly assigned. Chefs got to choose their team. Alex, Mary Sue, Suvir. George, Naomi, Floyd. Traci, Hugh, Celina.",30.0,,,90.0,Biggest Loser,,,,,
536,Masters Season 3,3.0,US  Masters,5.0,Quickfire,Individual,Create an appetizer where total value cannot exceed $1,,,,20.0,,Immunity,,,,
537,Masters Season 3,3.0,US  Masters,5.0,Elimination,Individual,Each cooking for up to 100 people: main dish and a side. Diners will not have utensils. Work in two shifts: kitchen and take orders. Food needs to be done in just a few minutes after ordering.,30.0,300.0,,,Farmer Boys,,,,,
538,Masters Season 3,3.0,US  Masters,6.0,Quickfire,Individual,"Create two plates in 7 minutes, and you will be judging each other.",,,,7.0,,Immunity and Advantage in Elimination challenge: choose your team,,,,
539,Masters Season 3,3.0,US  Masters,6.0,Elimination,Team,"Each team produces a family-style meal for Maroon 5. You'll prep and cook in RVs. Team 1: Traci, Hugh, Naomi, Mary Sue. Team 2: Celina, Alex, Floyd.",?,?,,180.0,Maroon 5,,,,,
540,Masters Season 3,3.0,US  Masters,7.0,Quickfire,Individual,"Identify that ingredient: multiple rounds - first: blindfolded, with nose plugged, and headphones on. second: only smell. third: touch. fourth: sound. 1 minute per round.",,,,,,,,,,
541,Masters Season 3,3.0,US  Masters,7.0,Elimination,Individual,"Create a six course meal, inspired by the couple's history. You will serve 21 couples. Each person is in charge of one dish.",30.0,200.0,120.0,150.0,,,,,,
542,Masters Season 3,3.0,US  Masters,8.0,Quickfire,Individual,Create hot breakfast dish in a microwave,,,,10.0,,Advantage in Elimination challenge: choose your scientific principle first,,,,
543,Masters Season 3,3.0,US  Masters,8.0,Elimination,Individual,Make a dish to represent and demonstrate the scientific principle at an edible science fiar,30.0,300.0,270.0,,,,,,,
544,Masters Season 3,3.0,US  Masters,9.0,Quickfire,Individual,Each of your stations has a divider splitting your workstation into two. You will only be allowed to use the ingredients that are on your station. You will have a mystery teammate who you will be instructing to make the exact same dish as you.,,,,20.0,,,,,,
545,Masters Season 3,3.0,US  Masters,9.0,Elimination,Individual,Draw knives to determine who will be your inspiration. Create a meal (main and two sides) to welcome home service people returning from service. Attendees will choose the winner. ,,,,240.0,Universal Studios,,,,,
546,Masters Season 3,3.0,US  Masters,10.0,Elimination,Individual,Create a three course meal: 1) inspired by first food memory; 2) experience that made you want to become a chef; 3) critics' choice: draw knives to determine the third: one of the judges. Their chef de cuisines/executive chefs are there to help.,,,480.0,120.0,,,,,,
547,World All Stars,20.0,US,1.0,Quickfire,Team,The chefs have 3 minutes to raid the pantry for five ingredients. They then split themselves into pairs and used the ingredients they each got from the pantry to highlight seafood from around UK.,,,,30.0,,Immunity,,,,
548,World All Stars,20.0,US,1.0,Elimination,Individual,Create a vegetable forward dish where the protein is used as a seasoning or accent. ,30.0,250.0,,120.0,Royal Botanic Gardens Kew,,,,,
549,World All Stars,20.0,US,2.0,Quickfire,Individual,"Make the perfect amuse bouche using unique and unexpected ingredients. Your one bite needs to fit on a Ritz cracker. In groups of three, going head to head, featuring the three ingredients you each chose. A favorite will be chosen from each group of three. Sara Nicole Sylwia. Charbel Luciana Dale. Ali Victoire May. Amar Tom Begona. Buddha Gabri Dawn.",,,,30.0,Ritz cracker,Immunity,,,,
550,World All Stars,20.0,US,2.0,Elimination,Individual,Rice dish: how you prepare it is up to you. You'll be cooking your rice dish for 100 guests,30.0,200.0,60.0,120.0,Alexandra Palace,,,,,
551,World All Stars,20.0,US,3.0,Elimination,Team,"Three stops on a pub crawl, and try two or three dishes at each pub. You will take these humble dishes and create elevated versions of them (reimagined, modernized). The coasters at your seat determine your partner; it was a random draw.",,,,120.0,,,,,,
552,World All Stars,20.0,US,4.0,Quickfire,Individual,"Testing pastry skills: Create one sweet and one savory biscuit, using one dough and split it or use two different doughs.",,,,45.0,,Immunity,,,,
553,World All Stars,20.0,US,4.0,Elimination,Team,"Compete as four teams of three in three rounds of 45 minute matches. Chefs were able to choose their teams. Round 1: two head to head team matches. Each team makes one dish featuring a UK ingredient. If you win, you're safe. In round 2, the teams that lost the first match will fight to not be relegated. In round three, the chefs from the team that lost the relegation match will fight against each other. Draw knives to determine ingredients. Victoire, Amar, Nicole. Buddha, Tom, Ali. Luciana, Begona, Gabri. Charbel, Sara, Sylwia.",,,,45.0,Tottenham Hotspurs,,,,,
554,World All Stars,20.0,US,5.0,Quickfire,Individual,Create a celebratory dish featuring mead and honey,,,,30.0,,Immunity,,,,
555,World All Stars,20.0,US,5.0,Elimination,Individual,Cook a dish inspired by your favorite holiday,30.0,1000 as a group,180.0,120.0,VRBO,,,,,
556,World All Stars,20.0,US,6.0,Quickfire Elimination,Individual,"The chefs judged the first Last Chance Kitchen re-entry challenge alongside Colicchio and Lakshmi. The two current Last Chance Kitchen competitors, Dale and Begona, were given one hour to create six afternoon tea towers, consisting of finger sandwiches, scones, and pastries. After a blind tasting, Colicchio, Lakshmi, and the non-eliminated chefs voted for their favorite tea tower (the non-eliminated chefs counted as one collective vote, decided by majority). The contestant who garnered the most votes returned to the main competition and received immunity, while the loser was eliminated from Last Chance Kitchen.",,,,,,Immunity,,,,
557,World All Stars,20.0,US,6.0,Elimination,Team,"Create a ready-to-serve picnic basket. Everyone but Dale (LCK winner, won immunity) draw knives for teams. Dale won immunity - so gets the choice of team to work with. Each picnic basket must have at least 5 dishes with at least one sweet dish. Buddha, Sara, Dale, Charbel, Nicole, Victoire. Gabri, Tom, Sylvia, Amar, Ali.",60.0,450.0,,90.0,"Highclere Castle, Downton Abbey, Fortnum & Mason, BMW",,Dale MacKay,,,
558,World All Stars,20.0,US,7.0,Quickfire,Individual,Choose one emoji and create a dish inspired by it,,,,30.0,,Immunity,,,,
559,World All Stars,20.0,US,7.0,Elimination,Individual,Create a dish that sends a message that is visually stunning and can be eaten without utensils,30.0,150.0,15.0,90.0,,,,,,
560,World All Stars,20.0,US,8.0,Quickfire,Individual,Street food from around the world: make one dish from one of the 16 countries. Choose a passport to determine what country's food you'll be making.,,,,30.0,,Immunity,,,,
561,World All Stars,20.0,US,8.0,Elimination,Team,Mise en place race. Draw knives for teams. Three rounds of a mise en place race -- then create 3 dishes in 30 minutes. Win as a team.,,,,30.0,Fast & Furious,,,,,
562,World All Stars,20.0,US,9.0,Elimination,Team,"Restaurant Wars. 24 hours to open your restaurant - existing restaurant of Clare Smyth. You'll have a restaurant director to help with service. Draw knives. Victoire and Buddha choose the teams. Buddha, Ali, Amar, Sara. Victoire, Tom, Nicole, Gabriel. Tomorrow, each team must create 4 course tasting menu. 30 minutes to conceptualize and plan. Then, $1000 to shop. MasterCard. $2000 at whole foods. 5 hour cook. Team that opens first is the one who drew the first knife (Victoire's team). 1 hour 45 minutes on the day-of.",,1000 for specialty shops; 2000 for Whole Foods,30.0,300.0,MasterCard,,,Executive chef,Line cook,Winning team served judges second
563,World All Stars,20.0,US,10.0,Quickfire,Individual,Create a dish featuring preserved fish.,,,,30.0,,Advantage in Elimination challenge: additional 30 minutes to cook,,,,
564,World All Stars,20.0,US,10.0,Elimination,Individual,"Create your own thali highlighting: sweet, salty, bitter, sour, heat, and pungent.",,,,150.0,"BMW, Flora Indica",,,,,
565,California,13.0,US,1.0,Quickfire,Team,"Quickfire Challenge (Part 1): Seventeen chefs were flown to Los Angeles to begin a six-city expedition across California. To start the competition, the contestants competed in a mise en place race. They were presented with five Californian ingredients: asparagus, artichokes, oranges, chickens, and eggs. Based on their skill sets, the chefs had to decide which ingredient to prep; each set of ingredients was available on a first-come, first-served basis. The first nine chefs to finish their tasks proceeded to the second round.

Quickfire Challenge (Part 2): The chefs, separated into three teams, had to work together to create a single dish using one of the prepped ingredients from the previous round. The chefs took turns cooking their team's dish, but were only allowed ten minutes each. The chefs waiting for their turns were required to wear blindfolds. In addition, teammates were not allowed to communicate with each other about the direction of their dishes. The members of the winning team received immunity from elimination.",,,,30.0,,Immunity,,,,
566,California,13.0,US,1.0,Elimination,Individual,"The chefs served 200 guests at a dineLA showcase in Lake Hollywood Park. The contestants were allowed to cook any dish that reflected their culinary style. The guests, which included food critics and bloggers from across the state, scored the chefs' dishes. Their average scores determined which chefs were eligible to win and lose the challenge. Out of the pool of eligible contestants, the judges then decided their most favorite and least favorite dishes.",45.0,500.0,180.0,90.0,,,,,,
567,California,13.0,US,2.0,Elimination,Team,"The chefs were asked to meet on the roof of their hotel, where they were greeted by Lakshmi and guest judge Ludo Lefebvre. The contestants, split into four teams, were tasked with opening pop-up restaurants around the city of Los Angeles. Each team had to create a menu that embodied the neighborhood their restaurant was located in.",30.0,250.0,,120.0,,,,,,
568,California,13.0,US,3.0,Sudden Death Quickfire,Individual,"The contestants embarked on their California road trip to the season's first destination: Santa Barbara. Upon arriving at the Sanford Winery, the chefs were required to create a dish featuring uni which paired well with a Sanford wine for Lakshmi and guest judge Dana Cowin. The winner received immunity from elimination.",,,,25.0,Sanford Estate Winery,Immunity,,,,
569,California,13.0,US,3.0,Elimination,Individual,"The chefs were initially paired up to work together on surf and turf dishes. However, following their arrival at the Bacara Resort and Spa, the pairs were informed that they would instead be competing against each other in a ""surf vs. turf"" competition. As the winner of the Quickfire, Grayson was able to choose which pair to join to form a group of three. The dishes were presented to a table of guest judges, including chefs Cat Cora, Jon Shook, Vinny Dotolo, Suzanne Goin, and Michael Cimarusti. The guest judges voted on which chef won each head-to-head battle; the winners were eligible to win the challenge, while the losers were put up for elimination. Out of the pool of eligible contestants, the regular judges then decided their most favorite and least favorite dishes. The winner received their own barrel of wine from Sanford Winery.",30.0,150.0,,,,,,,,
570,California,13.0,US,4.0,Quickfire,Individual,"The chefs traveled to their next destination: Palm Springs. After taking a jeep tour to the San Andreas Fault Line, the contestants were required to create dishes using solar-powered equipment for Lakshmi and guest judge Jose Andres. The chefs were assigned either a solar stove or solar oven following a random knife draw. The winner received immunity from elimination, a US$10,000 donation to World Central Kitchen on their behalf, and one of the portable solar stoves from the challenge.",,,,30.0,World Central Kitchen,Immunity,,,,
571,California,13.0,US,4.0,Elimination,Team,"The chefs were separated into two teams based on the equipment they used during the Quickfire Challenge. The teams had to create a four-course progressive meal, beginning with an appetizer and ending with a dessert, to be served at the PGA West golf course for Lakshmi, Colicchio, Blais, and various guests, including Jose Andres, Mary Sue Milliken, and John Besh. The chefs did not have access to a kitchen and were forced to serve their dishes from refreshment carts.",30.0,$500 team,,240.0,,,,,,
572,California,13.0,US,5.0,Quickfire,Individual,The chefs had to create a dish highlighting dates inspired by their most memorable romantic date for Lakshmi and guest judge Chrissy Teigen. The winner received immunity from elimination.,,,,30.0,Hadley Date Gardens,Immunity,,,,
573,California,13.0,US,5.0,Elimination,Individual,"Working as one team, the chefs catered a wedding reception for 25 gay couples, including guest judge Art Smith, Top Chef: Miami contestant and Top Chef culinary producer Sandee Birdsong, and Top Chef: New York contestant Richard Sweeney",30.0,"$2,000 all",,180.0,,,,,,
574,California,13.0,US,6.0,Sudden Death Quickfire,Individual,"The competition moved to San Diego for its next road trip destination. The contestants met Lakshmi and guest judge Javier Plascencia at Tuna Harbor outside Seaport Village, where they were assigned the task of preparing fish tacos. The winner received immunity from elimination.",,,,20.0,,Immunity,,,,
575,California,13.0,US,6.0,Elimination,Individual,"Lakshmi, Colicchio, Lagasse, and Blais handed out their own specialty craft beers randomly to the contestants, each containing different flavors. The chefs were responsible for capturing the essence of the beers in their dishes. The dishes were served to the four judges and two guests, Steve Gonzales of Stone Brewing Co. and Yuseff Cherney of Ballast Point Brewing Company, who collaborated with the judges on their microbrews.",30.0,350.0,,,"Ballast Point Brewery, Stone Brewery",,,,,
576,California,13.0,US,7.0,Quickfire,Individual,"The contestants returned to Los Angeles. The ten remaining chefs had 20 seconds each to select one ingredient from the Top Chef pantry; these ten ingredients would be the only items they were allowed to use. The chefs chose steak, chicken, jalapenos, salt, vinegar, olive oil, garlic, mushrooms, tomatoes, and celery. Their dishes were served to Lakshmi and Top Chef: Chicago and Top Chef: All-Stars finalist Antonia Lofaso. The winner received immunity from elimination.",,,,20.0,,Immunity,,,,
577,California,13.0,US,7.0,Elimination,Individual,"In honor of the show's tenth anniversary, the chefs had to create a dish representing themselves from ten years ago. The dishes were served in the Top Chef kitchen to a table consisting of regular judges Lakshmi, Colicchio, Simmons, and Blais; Quickfire Challenge guest judge Lofaso; and various other guests, including Kris Yenbamroong, Zach Pollack, Nancy Silverton, Top Chef: Las Vegas winner Michael Voltaggio, and Top Chef: Boston winner Mei Lin.",45.0,400.0,,,,,,,,
578,California,13.0,US,8.0,Quickfire,Individual,"The contestants were tasked by Lakshmi and Instagram star Jacques La Merde, later revealed to be a pseudonym for chef Christine Flynn, to create visually appealing food porn using junk food. The chef with the dish that received the highest number of likes on Bravo's Instagram account received immunity from elimination. Due to the nature of the challenge, the winner was only informed of their victory during the Judges' Table segment of the Elimination Challenge.",,,,30.0,,Immunity,,,,
579,California,13.0,US,8.0,Elimination,Team,"The chefs, separated into three teams, had to cater a black tie bacchanal event called Beefsteak, where the diners forego silverware and eat with their hands. Each team was responsible for making one meat dish, one seafood dish, and two side dishes. The dishes were served to Lakshmi, Colicchio, Hugh Acheson, Beefsteak co-founder and The Simpsons executive producer Matt Selman, Recipe for Deception host Max Silvestri, actor Colin Hanks, Top Chef Masters winner Chris Cosentino, and other patrons.",30.0,"$2,000 team",,,,,,,,
580,California,13.0,US,9.0,Elimination,Team,"The eight remaining chefs competed in Top Chef's traditional Restaurant Wars challenge. The contestants, split into two teams by random knife draw, were responsible for transforming an empty space into a fully functioning pop-up restaurant within 24 hours. However, in lieu of the typical format, each team had to execute both lunch and dinner services. In addition, each person was required to take a turn as the executive chef or front-of-the-house during either service. The judging panel for both parts of the challenge included Lakshmi, Colicchio, Simmons, and restaurateur Bill Chait.",,"$6,500 at Whole Foods, $5,000 restaurant depot",,,,,,,,
581,California,13.0,US,10.0,Elimination,Team,"Following the lunch services from the previous episode, the teams switched over to their dinner menus.",,,,,,,,Roles rotated,Roles rotated,Winning team served judges first
582,California,13.0,US,11.0,Quickfire,Individual,"The chefs traveled to Oakland for the next round, where they met up with Lakshmi and guest judge MC Hammer. The contestants had to invent their own rapper names, and then create a dish that visually and conceptually expressed their alter egos.",,,,30.0,,Immunity,,,,
583,California,13.0,US,11.0,Elimination,Individual,"The competition moved to its last California location, San Francisco, the setting for the first season of Top Chef. The chefs were asked to make dishes inspired by significant international culinary periods in history, drawing knives for the period. They were given two hours to research their chosen time periods at the San Francisco Public Library. The dishes were served at the Bently Reserve to Lakshmi, Colicchio, Simmons, Joshua Skenes, Mourad Lahlou, Thomas McNaughton, Melissa Perello, Christopher Kostow, James Syhabout, and Top Chef Masters contestant Jonathan Waxman.",,,,180.0,,,,,,
584,California,13.0,US,12.0,Quickfire,Individual,"The chefs had to prepare their best chop suey dish for Lakshmi and guest judge Martin Yan. Each contestant was given 30 minutes and their own wok stations. Instead of immunity, the winner received an advantage during the Elimination Challenge.",,,,30.0,,Advantage in Elimination challenge: pick your sous chef first and the sous chefs for the remaining chefs,,,,
585,California,13.0,US,12.0,Elimination,Individual,"The chefs had to create a dish that exemplified a concept for a fast casual restaurant. They were each given the assistance of a sous chef, consisting of the six most recently eliminated competitors: Angelina, Chad, Jason, Karen, Phillip, and Wesley. As the winner of the Quickfire, Marjorie was able to choose her own sous chef and assign her opponents' sous chefs. She chose to work with Angelina, and picked Jason for Jeremy, Chad for Carl, Karen for Amar, Wesley for Isaac, and Phillip for Kwame. The dishes were served at The Village event space to 150 diners and potential investors. The judging panel for the challenge included Lakshmi, Colicchio, Blais, and guest judge Adam Fleischman.",,,,,,,,,,
586,California,13.0,US,13.0,Sudden Death Quickfire,Individual,"The contestants met at the restaurant Commissary, owned by former Top Chef Masters contestant Traci Des Jardins, where they were challenged to make their best piece of toast. Instead of immunity, the winner received a Rational AG oven valued at US$16,000.",,,,30.0,,,,,,
587,California,13.0,US,13.0,Elimination,Individual,"The chefs had to create a tribute dish to send-off the restaurant Fleur de Lys, the venue for Top Chef's very first Quickfire Challenge. The dishes were served to 40 VIP guests, including owner and Top Chef Masters contestant Hubert Keller, Top Chef Masters winner Chris Cosentino, and Top Chef: San Francisco winner Harold Dieterle.",45.0,1000.0,,180.0,,,,,,
588,California,13.0,US,14.0,Quickfire,Individual,"The three remaining competitors arrived at the MGM Grand in Las Vegas, Nevada, for the season finale. There, the winner of Last Chance Kitchen, Amar, was reinstated into the competition. At the beginning of the challenge, each chef was dealt a random playing card displaying one of the four suits. Historically, each suit correlated to a specific class in society: spades for nobility, hearts for the clergy, diamonds for merchants, and clubs for peasants. Depending on the card they were dealt, the chefs would have to create a dish using the ingredients available to their particular class. In addition, the chefs with the higher class cards were able to use the items from the lower class pantries. To assist them with cooking, the chefs were paired up with previously eliminated contestants. Marjorie chose Karen, Isaac chose Carl, and Jeremy chose Kwame, leaving Amar with Phillip. The dishes were served to 150 guests, including their guest judge Rick Moonen. The winner received an automatic spot in the finale.",,,,180.0,Hidden Valley,Automatic spot in the finale,Amar S.,,,
589,California,13.0,US,14.0,Elimination,Individual,"The chefs had to put on an entertaining performance while cooking for Lakshmi, Colicchio, Simmons, and guest judges Julian Serrano and David Copperfield.",,,,120.0,,,,,,
590,California,13.0,US,15.0,Elimination,Individual,"The finalists had to create a four-course menu highlighting one specific ingredient per course. The contestants received help from two sous chefs of their choosing (knife draw for order) and their former mentors. Amar was assisted by Marjorie, Kwame, and Charlie Palmer, while Jeremy was assisted by Angelina, Carl, and Jean-Georges Vongerichten. The dishes were served head-to-head to a full dining room at Colicchio's restaurant, Craft.",60.0,2500.0,180.0,180.0,,,,,,
591,Masters Season 4,4.0,US  Masters,1.0,Quickfire,Team,Choose your own partner. Each team will create one dish. Draw cards at random to determine ingredients to highlight,,,,15.0,,,,,,
592,Masters Season 4,4.0,US  Masters,1.0,Elimination,Team,Create a world-class Vegas buffet. Teams chosen by where they were standing in the room. Cards were provided at random to either provide advantages or disadvantages (Art and Debbie got Immunity). #1: Art Chris Kerry Lorena Patricia Missy. Who Swapped. #2: Thierry Debbie Clark Mark Takashi Sue.,45.0,2000.0,315.0,60.0,,,,,,
593,Masters Season 4,4.0,US  Masters,2.0,Elimination,Individual,Cater a wedding.,45.0,"$6,000 for all",240.0,120.0,Ravella at Lake Las Vegas,,,,,
594,Masters Season 4,4.0,US  Masters,3.0,Quickfire,Individual,"Make a dish using at least one protein on display, without using heat.",,,,20.0,,Immunity,,,,
595,Masters Season 4,4.0,US  Masters,3.0,Elimination,Team,"Three course meal using teppanyaki. Draw knives to determine team. Art, Chris, Thierry. Patricia, Takashi, Mark. Lorena, Clark, Kerry.",30.0,250.0,60.0,30.0,MGM Grand Hotel Benihana,,,,,
596,Masters Season 4,4.0,US  Masters,4.0,Quickfire,Individual,Make your own salard using the 52 ingredients on the salad bar,,,,8.0,,Immunity,,,,
597,Masters Season 4,4.0,US  Masters,4.0,Elimination,Team,Create one dish using traditional Hualapai ingredients. You'll serve family-style. Draw knives to determine pairs. ,,,,120.0,,,,,,
598,Masters Season 4,4.0,US  Masters,5.0,Quickfire,Individual,Create a classic meat dish with a vegetarian version as well.,,,,45.0,,Immunity,,,,
599,Masters Season 4,4.0,US  Masters,5.0,Elimination,Individual,"Cocktail poolside brunch party for 150 people, serving it canape style",30.0,450.0,120.0,60.0,,,,,,
600,Masters Season 4,4.0,US  Masters,6.0,Quickfire,Individual,Make a sexy dish using aphrodisiac ingredients,,,,30.0,,Immunity,,,,
601,Masters Season 4,4.0,US  Masters,6.0,Elimination,Individual,"Celebrate the flavors of Thailand by putting a spin on classic Thai dishes. The chefs will open a Thai restaurant in two days. Each person responsible for at least one dish and all parts of service. Chris, Takashia, Patricia as Line Cooks. Kerry Expeditor. Art & Lorena Front of House",30.0,"$4,000 for all at both Whole Foods and Ranch Market",30.0,240.0,Lotus of Siam,,,,,
602,Masters Season 4,4.0,US  Masters,7.0,Quickfire,Individual,"Mise en place race: Separate 18 eggs, portion meat, grate parmesan to the rind. The first two chefs to prep correctly will compete by creating a dish with those ingredients; the other three will help Curtis judge.",,,,15.0,,Immunity and Advantage in Elimination challenge: do not compete in the Elimination challenge,,,,
603,Masters Season 4,4.0,US  Masters,7.0,Elimination,Individual,Head to head in a boxing ring. Draw knives to determine challenger. The winner of the Quickfire challenge will not need to compete because they have immunity. You will get a mystery ingredient in the ring to make it the star of the dish. Chris vs Takashi. Lorena vs Patricia. The two losers go head to head and two winners go heaad to head. Losers: Patricia vs Takashi. Winners: Chris vs Lorena.,,,,20.0,Milos,,,,,
604,Masters Season 4,4.0,US  Masters,8.0,Quickfire,Team,Create an individual dish while you are in different spaces in the kitchen than your teammate; one is on the hot line and the other has access to the pantry. Draw knives to determine teams.,,,,45.0,,,,,,
